index_content,word,nature,content_type,index_word
1101,解决,v,neg,36
1101,承诺,v,neg,37
1101,天因,n,neg,38
1101,产品质量,n,neg,39
1101,退货,v,neg,40
1101,天因,n,neg,41
1101,产品质量,n,neg,42
1101,换货,nz,neg,43
1101,欺骗,v,neg,44
1101,消费者,n,neg,45
1101,店大欺客,vn,neg,46
1101,忠诚度,i,neg,47
1101,高,a,neg,48
1101,用户,n,neg,49
1104,太,d,neg,0
1104,骗人,n,neg,1
1104,请,v,neg,2
1104,变相,n,neg,3
1104,收费,n,neg,4
1104,说好,v,neg,5
1104,热水,n,neg,6
1104,头,n,neg,7
1104,发来,v,neg,8
1104,安装,v,neg,9
1104,老师,n,neg,10
1104,全,a,neg,11
1104,骗人,n,neg,12
1104,里,f,neg,13
1104,五金店,nz,neg,14
1104,里,f,neg,15
1104,钱,n,neg,16
1104,收,v,neg,17
1105,差差,n,neg,0
1105,差,n,neg,1
1105,没人,v,neg,2
1105,安装,v,neg,3
1105,浴霸,n,neg,4
1105,一个桶,m,neg,5
1105,桶,zg,neg,6
1105,气死,n,neg,7
1106,差,a,neg,0
1106,评,n,neg,1
1106,写,v,neg,2
1106,收到,v,neg,3
1106,相符,v,neg,4
1109,差,a,neg,0
1109,评,n,neg,1
1109,差,a,neg,2
1109,评,n,neg,3
1109,欺骗,v,neg,4
1109,消费者,n,neg,5
1109,售后,n,neg,6
1109,乱收费,n,neg,7
1109,安装,v,neg,8
1109,一半,m,neg,9
1109,走,v,neg,10
1109,乱收费,n,neg,11
1110,加热,v,neg,0
1110,慢,a,neg,1
1110,电源线,n,neg,2
1110,开关,v,neg,3
1110,保护,v,neg,4
1112,第一次,m,neg,0
1112,差,a,neg,1
1112,评,n,neg,2
1112,吹,v,neg,3
1112,黑,a,neg,4
1112,遥控器,n,neg,5
1112,补,v,neg,6
1112,寄,v,neg,7
1112,大连,d,neg,8
1112,寄到,v,neg,9
1112,河北,ns,neg,10
1112,签收,v,neg,11
1112,后续,v,neg,12
1112,售后,n,neg,13
1115,两个,m,neg,0
1115,角阀,n,neg,1
1115,加,v,neg,2
1115,八个,m,neg,3
1115,弯头,v,neg,4
1115,加点,n,neg,5
1115,收,v,neg,6
1115,块钱,n,neg,7
1115,两条,m,neg,8
1115,软管,n,neg,9
1115,省,n,neg,10
1115,块钱,n,neg,11
1115,配件,n,neg,12
1115,实体店,n,neg,13
1115,贵,a,neg,14
1115,一半,m,neg,15
1115,写,v,neg,16
1115,装,v,neg,17
1115,块钱,n,neg,18
1115,好赚,v,neg,19
1116,安装,v,neg,0
1116,师傅,nr,neg,1
1116,太,d,neg,2
1116,差劲,n,neg,3
1116,右移,n,neg,4
1116,公分,n,neg,5
1116,进,v,neg,6
1116,出水口,n,neg,7
1116,安装,v,neg,8
1116,挣,v,neg,9
1116,安装费,n,neg,10
1116,干活,a,neg,11
1119,玩意,n,neg,0
1119,买完,v,neg,1
1119,变相,n,neg,2
1119,安装,v,neg,3
1119,收费,n,neg,4
1119,水果,n,neg,5
1119,封顶,n,neg,6
1119,封顶,n,neg,7
1119,曰,vg,neg,8
1119,花洒,nr,neg,9
1119,安装费,n,neg,10
1119,干,v,neg,11
1120,朋友,n,neg,0
1120,不好,d,neg,1
1121,货,n,neg,0
1121,板,n,neg,1
1121,刚刚,d,neg,2
1121,拆出来,v,neg,3
1121,一点,m,neg,4
1121,配件,n,neg,5
1121,裸机,b,neg,6
1121,花,v,neg,7
1121,块钱,n,neg,8
1121,配件,n,neg,9
1121,东西,ns,neg,10
1121,失望,v,neg,11
1122,太,d,neg,0
1122,生气,n,neg,1
1122,安装,v,neg,2
1122,前,f,neg,3
1122,告诉,v,neg,4
1122,妈,n,neg,5
1122,调试,vn,neg,6
1122,完毕,v,neg,7
1122,出水,v,neg,8
1122,挺好,a,neg,9
1122,给钱,v,neg,10
1122,领导,n,neg,11
1122,晚上,t,neg,12
1122,妈,n,neg,13
1122,洗澡,v,neg,14
1122,妈,n,neg,15
1122,在家,r,neg,16
1122,开,v,neg,17
1122,没水,v,neg,18
1122,打电话,l,neg,19
1122,赶到,v,neg,20
1122,妈家,n,neg,21
1122,发现,v,neg,22
1122,水阀,n,neg,23
1122,开,v,neg,24
1122,少,a,neg,25
1122,挣,v,neg,26
1122,关,v,neg,27
1122,水阀,n,neg,28
1124,装,v,neg,0
1124,没用,v,neg,1
1124,安装,v,neg,2
1124,吐,v,neg,3
1124,槽,ng,neg,4
1124,免费,vn,neg,5
1124,安装,v,neg,6
1124,配件,n,neg,7
1124,膨胀,v,neg,8
1124,螺丝,n,neg,9
1124,防水,v,neg,10
1124,圈,q,neg,11
1124,管道,n,neg,12
1124,乱七八糟,i,neg,13
1124,收,v,neg,14
1124,一百,m,neg,15
1124,人工费,n,neg,16
1124,块,zg,neg,17
1124,客服,n,neg,18
1124,咨询,vn,neg,19
1124,安装,v,neg,20
1124,费用,n,neg,21
1124,配置,v,neg,22
1124,等于,v,neg,23
1124,安装,v,neg,24
1124,多余,m,neg,25
1124,费用,n,neg,26
1124,产出,v,neg,27
1124,差,a,neg,28
1124,评,n,neg,29
1124,差评,n,neg,30
1126,语,n,neg,0
1126,无奈,d,neg,1
1126,郁闷,a,neg,2
1128,质量,n,neg,0
1128,差,a,neg,1
1128,没用,v,neg,2
1128,多久,m,neg,3
1128,坏,a,neg,4
1128,修,v,neg,5
1128,几次,m,neg,6
1128,天,q,neg,7
1128,坏,a,neg,8
1128,放弃,v,neg,9
1128,治疗,v,neg,10
1129,差,a,neg,0
1129,评,n,neg,1
1129,东西,ns,neg,2
1129,太,d,neg,3
1129,不好,d,neg,4
1129,大容量,n,neg,5
1129,洗澡,v,neg,6
1129,洗,v,neg,7
1129,完水,v,neg,8
1129,骗人,n,neg,9
1130,商品,n,neg,0
1130,页面,n,neg,1
1130,显眼,v,neg,2
1130,位置,v,neg,3
1130,商品,n,neg,4
1130,参数,n,neg,5
1130,详细,ad,neg,6
1130,介绍,v,neg,7
1130,标示,v,neg,8
1130,不易,a,neg,9
1130,发现,v,neg,10
1130,隐蔽,a,neg,11
1130,位置,v,neg,12
1130,偷偷,d,neg,13
1130,写上,v,neg,14
1130,随机,d,neg,15
1130,发货,n,neg,16
1130,收到,v,neg,17
1130,返,v,neg,18
1130,红包,n,neg,19
1130,中招,j,neg,20
1130,明明,t,neg,21
1130,安装,v,neg,22
1130,一条龙,i,neg,23
1130,到货,v,neg,24
1130,用不着,l,neg,25
1130,购买者,n,neg,26
1130,检查,vn,neg,27
1130,商品,n,neg,28
1130,安装,v,neg,29
1130,发现,v,neg,30
1130,售后,n,neg,31
1130,退换,v,neg,32
1130,售后,n,neg,33
1130,安装,v,neg,34
1130,退换,v,neg,35
1130,当初,t,neg,36
1130,隐蔽,a,neg,37
1130,位置,v,neg,38
1130,藏,v,neg,39
1130,大清,b,neg,40
1130,戒律,n,neg,41
1130,返,v,neg,42
1130,红包,n,neg,43
1130,糊里糊涂,z,neg,44
1130,糊弄,v,neg,45
1130,手上,s,neg,46
1130,嘴,n,neg,47
1130,说不清,l,neg,48
1130,路子,n,neg,49
1130,商家,n,neg,50
1132,产品,n,neg,0
1132,垃圾,n,neg,1
1132,至极,n,neg,2
1132,对不起,l,neg,3
1132,价格,n,neg,4
1132,售后服务,l,neg,5
1132,更是,d,neg,6
1132,表达,v,neg,7
1132,一千,m,neg,8
1132,安装,v,neg,9
1132,花,v,neg,10
1132,三百元,m,neg,11
1132,差钱,n,neg,12
1132,租房子,n,neg,13
1132,失望,v,neg,14
1136,安装费,n,neg,0
1136,特别,d,neg,1
1136,贵,a,neg,2
1136,百多,m,neg,3
1137,客服,n,neg,0
1137,态度,n,neg,1
1137,极差,n,neg,2
1137,解决问题,n,neg,3
1137,问,n,neg,4
1137,方法,n,neg,5
1137,找,v,neg,6
1137,售后,n,neg,7
1147,废材,n,neg,0
1147,售后,n,neg,1
1147,恶心,n,neg,2
1147,水管,n,neg,3
1147,漏水,n,neg,4
1148,泄,vg,neg,0
1148,压阀,n,neg,1
1148,漏水,n,neg,2
1148,售后,n,neg,3
1148,暴力,n,neg,4
1148,维修,v,neg,5
1148,泄,vg,neg,6
1148,压阀,n,neg,7
1148,拆,v,neg,8
1148,排水,v,neg,9
1148,找,v,neg,10
1148,售后,n,neg,11
1149,天,q,neg,0
1149,昨天,t,neg,1
1149,装,v,neg,2
1149,进水口,n,neg,3
1149,渗水,v,neg,4
1149,渗水,v,neg,5
1149,修好,v,neg,6
1149,了到,v,neg,7
1149,晚上,t,neg,8
1149,遥控器,n,neg,9
1149,又坏了,l,neg,10
1149,无语,v,neg,11
1152,加热,v,neg,0
1152,超级,b,neg,1
1152,慢,a,neg,2
1152,洗澡,v,neg,3
1152,洗,v,neg,4
1152,凉,v,neg,5
1152,掉,v,neg,6
1152,多度,m,neg,7
1152,质量,n,neg,8
1153,一个月,m,neg,0
1153,时间,n,neg,1
1153,坏,a,neg,2
1153,不想,v,neg,3
1153,伤害,a,neg,4
1153,品牌,n,neg,5
1153,质检,j,neg,6
1153,换,v,neg,7
1153,机器,n,neg,8
1153,难,a,neg,9
1153,流程,n,neg,10
1153,年,m,neg,11
1153,十五,m,neg,12
1153,过年,t,neg,13
1153,烧水,n,neg,14
1153,洗澡,v,neg,15
1153,半个,m,neg,16
1153,月,m,neg,17
1153,花钱买,ns,neg,18
1153,难受,v,neg,19
1153,客服,n,neg,20
1153,电话,n,neg,21
1153,不通,a,neg,22
1153,心塞,n,neg,23
1153,想,v,neg,24
1153,脏话,n,neg,25
1153,售后,n,neg,26
1153,还好,v,neg,27
1153,点,m,neg,28
1153,机,n,neg,29
1153,全家,n,neg,30
1153,闹心,v,neg,31
1153,钱,n,neg,32
1153,客户,n,neg,33
1153,过年,t,neg,34
1153,忙,v,neg,35
1153,搪塞,v,neg,36
1153,度,zg,neg,37
1153,热水,n,neg,38
1153,机器,n,neg,39
1153,回来,v,neg,40
1153,换评,v,neg,41
1154,差,a,neg,0
1154,评,n,neg,1
1154,差评,n,neg,2
1154,本来,t,neg,3
1154,危险,an,neg,4
1154,用电,n,neg,5
1154,东西,ns,neg,6
1154,插头,n,neg,7
1154,插头,n,neg,8
1154,带有,v,neg,9
1154,漏,v,neg,10
1154,电插头,n,neg,11
1154,带有,v,neg,12
1154,作用,v,neg,13
1154,建议,n,neg,14
1154,后悔,v,neg,15
1156,越来越,d,neg,0
1156,差,a,neg,1
1156,管理,vn,neg,2
1156,太,d,neg,3
1156,星,n,neg,4
1156,不想,v,neg,5
1156,家里,s,neg,6
1156,老人,n,neg,7
1156,陪同,v,neg,8
1156,安装,v,neg,9
1156,安装,v,neg,10
1156,人员,n,neg,11
1156,配件,n,neg,12
1156,老人,n,neg,13
1156,安装,v,neg,14
1156,何用,d,neg,15
1156,咨询,vn,neg,16
1156,售后,n,neg,17
1156,给我发,n,neg,18
1156,配件,n,neg,19
1156,价格表,n,neg,20
1156,所用,b,neg,21
1156,常用,b,neg,22
1156,配件,n,neg,23
1156,安装,v,neg,24
1156,老人,n,neg,25
1156,受累,v,neg,26
1156,安装,v,neg,27
1156,好听,v,neg,28
1156,做,v,neg,29
1156,难看,v,neg,30
1156,管理制度,n,neg,31
1156,做不了,v,neg,32
1156,几年,m,neg,33
1156,外包,n,neg,34
1156,合作,vn,neg,35
1156,公司,n,neg,36
1156,管理,vn,neg,37
1156,创立,v,neg,38
1156,品牌,n,neg,39
1156,给毁,v,neg,40
1156,可惜,v,neg,41
1157,安装,v,neg,0
1157,人员,n,neg,1
1157,态度恶劣,n,neg,2
1157,欺骗,v,neg,3
1157,用户,n,neg,4
1157,怀疑,v,neg,5
1157,服务质量,n,neg,6
1157,说好,v,neg,7
1157,预定,v,neg,8
1157,日期,t,neg,9
1157,安装,v,neg,10
1157,不来,d,neg,11
1157,欺骗,v,neg,12
1157,用户,n,neg,13
1162,第一次,m,neg,0
1162,没配,v,neg,1
1162,花洒,z,neg,2
1162,安装,v,neg,3
1162,拖,v,neg,4
1162,安装,v,neg,5
1162,老人,n,neg,6
1162,在家,r,neg,7
1162,根本就是,n,neg,8
1162,忽悠,z,neg,9
1162,配件,n,neg,10
1162,安装,v,neg,11
1162,东西,ns,neg,12
1162,一点,m,neg,13
1162,不通,a,neg,14
1162,明明,t,neg,15
1162,连接,v,neg,16
1162,硬是,d,neg,17
1162,安装,v,neg,18
1162,两个,m,neg,19
1162,开关,v,neg,20
1164,安排,v,neg,0
1164,安装,v,neg,1
1164,客房,n,neg,2
1164,差,a,neg,3
1164,态度,n,neg,4
1164,一级,m,neg,5
1164,恶劣,a,neg,6
1164,客服,n,neg,7
1164,客服,n,neg,8
1164,小时,n,neg,9
1164,回复,v,neg,10
1164,小时,n,neg,11
1164,电话,n,neg,12
1164,一塌糊涂,i,neg,13
1164,小心,n,neg,14
1164,店里,n,neg,15
1164,安心,v,neg,16
1166,不想,v,neg,0
1166,配件,n,neg,1
1166,不行,v,neg,2
1166,确,d,neg,3
1166,牛,n,neg,4
1166,硬是,d,neg,5
1166,客户,n,neg,6
1166,出钱,v,neg,7
1166,安装,v,neg,8
1167,差,a,neg,0
1167,评,n,neg,1
1167,购买,v,neg,2
1167,送过来,l,neg,3
1167,家人,n,neg,4
1167,晓得,v,neg,5
1167,安装,v,neg,6
1167,没想到,l,neg,7
1169,说好,v,neg,0
1169,安装,v,neg,1
1169,放鸽子,nz,neg,2
1169,服务,vn,neg,3
1169,差,a,neg,4
1169,评,n,neg,5
1170,安装费,n,neg,0
1170,花,v,neg,1
1170,先,d,neg,2
1170,东西,ns,neg,3
1170,好坏,v,neg,4
1170,售后,n,neg,5
1170,安装,v,neg,6
1170,态度,n,neg,7
1170,费用,n,neg,8
1170,不爽,a,neg,9
1175,不好,d,neg,0
1175,加热,v,neg,1
1175,没多久,l,neg,2
1175,能加,v,neg,3
1175,到度,d,neg,4
1175,洗,v,neg,5
1175,几分钟,m,neg,6
1175,热水,n,neg,7
1178,星,n,neg,0
1178,专用,n,neg,1
1178,漏电,nz,neg,2
1178,保护,v,neg,3
1178,插头,n,neg,4
1178,事,n,neg,5
1178,降,v,neg,6
1178,成本,n,neg,7
1181,东西,ns,neg,0
1181,物流,n,neg,1
1181,安装,v,neg,2
1181,东西,ns,neg,3
1181,钱,n,neg,4
1181,收,v,neg,5
1181,控制器,n,neg,6
1181,举手之劳,i,neg,7
1181,帮忙,v,neg,8
1181,装,v,neg,9
1181,差,a,neg,10
1181,评,n,neg,11
1181,差,a,neg,12
1181,评,n,neg,13
1181,差,a,neg,14
1181,评,n,neg,15
1182,页面,n,neg,0
1182,要买,v,neg,1
1182,收到,v,neg,2
1182,莫名,v,neg,3
1182,客服,n,neg,4
1182,升级,vn,neg,5
1182,页面,n,neg,6
1182,清清楚楚,z,neg,7
1182,写,v,neg,8
1182,办法,n,neg,9
1182,只能,v,neg,10
1182,收下,v,neg,11
1182,商家,n,neg,12
1182,太,d,neg,13
1182,随意,d,neg,14
1182,买家,n,neg,15
1182,需求,v,neg,16
1182,做,v,neg,17
1182,太,d,neg,18
1182,不负责任,l,neg,19
1184,送货,v,neg,0
1184,速度,n,neg,1
1184,不错,a,neg,2
1184,发票,n,neg,3
1184,确让,v,neg,4
1184,崩溃,v,neg,5
1184,双十,m,neg,6
1184,几万块,m,neg,7
1184,电器,n,neg,8
1184,税号,n,neg,9
1184,有误,vn,neg,10
1184,换,nz,neg,11
1184,开发票,n,neg,12
1184,整整,vn,neg,13
1184,三个,m,neg,14
1184,月,m,neg,15
1184,依然,d,neg,16
1184,解决,v,neg,17
1184,每次,r,neg,18
1184,回复,v,neg,19
1184,每次,r,neg,20
1184,不了了之,i,neg,21
1184,不到,v,neg,22
1184,发票,n,neg,23
1184,报销,v,neg,24
1184,整整,vn,neg,25
1184,几万块,m,neg,26
1184,垫付,v,neg,27
1184,公司,n,neg,28
1184,好不容易,l,neg,29
1184,发票,n,neg,30
1184,换开,v,neg,31
1184,漏,v,neg,32
1184,两个,m,neg,33
1184,订单,n,neg,34
1184,发票,n,neg,35
1184,开,v,neg,36
1184,寄,v,neg,37
1184,回去,v,neg,38
1184,发票,n,neg,39
1184,核对,v,neg,40
1184,联络,n,neg,41
1184,客服,n,neg,42
1184,遍,q,neg,43
1184,补开,v,neg,44
1184,敷衍,v,neg,45
1184,半个,m,neg,46
1184,月,m,neg,47
1184,补开,v,neg,48
1184,发票,n,neg,49
1184,收到,v,neg,50
1184,财务,n,neg,51
1184,工资,vn,neg,52
1184,睡觉,v,neg,53
1184,做事,v,neg,54
1184,联络,n,neg,55
1184,客服,n,neg,56
1184,敷衍,v,neg,57
1184,工作日,n,neg,58
1184,寄出,v,neg,59
1184,句,q,neg,60
1184,话,n,neg,61
1184,听,v,neg,62
1184,半个,m,neg,63
1184,月,m,neg,64
1184,质问,n,neg,65
1184,永远,d,neg,66
1184,一句,m,neg,67
1184,抱歉,v,neg,68
1184,敷衍,v,neg,69
1184,发票,n,neg,70
1184,报销,v,neg,71
1184,早就,d,neg,72
1184,投诉,v,neg,73
1184,税务,n,neg,74
1186,问,n,neg,0
1186,客服,n,neg,1
1186,发来,v,neg,2
1186,回到,v,neg,3
1186,家,q,neg,4
1186,安装,v,neg,5
1186,安装,v,neg,6
1186,退货,v,neg,7
1186,随机,d,neg,8
1186,发货,n,neg,9
1186,随机,d,neg,10
1186,给我发,n,neg,11
1186,冰箱,n,neg,12
1186,失望,v,neg,13
1187,到货,v,neg,0
1187,师傅,nr,neg,1
1187,上门,ns,neg,2
1187,安装,v,neg,3
1187,找,v,neg,4
1187,客服,n,neg,5
1187,客服,n,neg,6
1187,上门,ns,neg,7
1187,提醒,v,neg,8
1187,上门,ns,neg,9
1187,安装,v,neg,10
1187,坑,n,neg,11
1187,差,a,neg,12
1187,评,n,neg,13
1189,服务,vn,neg,0
1189,差,a,neg,1
1189,安装,v,neg,2
1189,难度,d,neg,3
1189,找,v,neg,4
1189,理由,n,neg,5
1189,安装,v,neg,6
1189,走,v,neg,7
1189,沟通,v,neg,8
1189,撤销,v,neg,9
1189,安装,v,neg,10
1189,订单,n,neg,11
1189,退货,v,neg,12
1191,东西,ns,neg,0
1191,售后,n,neg,1
1191,太,d,neg,2
1191,差劲,n,neg,3
1191,安装,v,neg,4
1191,技术,n,neg,5
1191,太,d,neg,6
1191,差,a,neg,7
1191,东西,ns,neg,8
1192,差评,n,neg,0
1192,安装,v,neg,1
1192,装,v,neg,2
1192,歪,v,neg,3
1192,挂架,v,neg,4
1192,收,v,neg,5
1192,架子,n,neg,6
1192,自带,n,neg,7
1195,欺骗,v,neg,0
1195,消费者,n,neg,1
1195,无线,n,neg,2
1195,遥控,vn,neg,3
1195,功能,n,neg,4
1195,形同虚设,l,neg,5
1195,产品,n,neg,6
1195,介绍,v,neg,7
1195,遥控,vn,neg,8
1195,距离,n,neg,9
1195,米,q,neg,10
1195,实际上,d,neg,11
1195,不到,v,neg,12
1195,一米,m,neg,13
1195,距离,n,neg,14
1195,介绍,v,neg,15
1195,装,v,neg,16
1195,室外,s,neg,17
1195,符合,v,neg,18
1195,产品,n,neg,19
1195,介绍,v,neg,20
1195,询问,v,neg,21
1195,客服,n,neg,22
1195,微笑,vn,neg,23
1195,回复,v,neg,24
1195,回复,v,neg,25
1198,先前,t,neg,0
1198,客服,n,neg,1
1198,告知,v,neg,2
1198,随机,d,neg,3
1198,送,v,neg,4
1198,活动,vn,neg,5
1198,晚上,t,neg,6
1198,欺骗,v,neg,7
1198,消费者,n,neg,8
1198,送来,v,neg,9
1198,赔,v,neg,10
1198,卡,n,neg,11
1198,卷,q,neg,12
1198,爱要,a,neg,13
1198,地方,n,neg,14
1198,投诉,v,neg,15
1198,随机,d,neg,16
1198,发货,n,neg,17
1198,垃圾,n,neg,18
1198,活动,vn,neg,19
1198,老款,n,neg,20
1198,冲当,a,neg,21
1198,新款,n,neg,22
1198,美其名曰,nr,neg,23
1198,做,v,neg,24
1198,活动,vn,neg,25
1198,清理,a,neg,26
1198,库存,n,neg,27
1198,你老,r,neg,28
1198,款,m,neg,29
1198,卖,v,neg,30
1198,钱,n,neg,31
1198,下架,v,neg,32
1198,链接,n,neg,33
1198,供应商,n,neg,34
1198,赔卡,n,neg,35
1198,完事,v,neg,36
1198,消费者,n,neg,37
1198,傻,a,neg,38
1198,差,a,neg,39
1198,卡,n,neg,40
1198,事,n,neg,41
1198,劝,v,neg,42
1201,差,a,neg,0
1201,安装,v,neg,1
1201,梯子,n,neg,2
1201,备,v,neg,3
1201,梯子,n,neg,4
1201,安装,v,neg,5
1201,安装,v,neg,6
1201,梯子,n,neg,7
1201,常规,n,neg,8
1201,装,v,neg,9
1201,空调,n,neg,10
1201,黑,a,neg,11
1201,备,v,neg,12
1201,绳,nr,neg,13
1201,打电,v,neg,14
1201,活给,vn,neg,15
1201,威胁,vn,neg,16
1201,得给,v,neg,17
1201,装,v,neg,18
1201,质量,n,neg,19
1201,真的,d,neg,20
1201,担心,v,neg,21
1201,企业,n,neg,22
1201,生存,v,neg,23
1202,真心,d,neg,0
1202,不怎么样,l,neg,1
1202,加热,v,neg,2
1202,慢,a,neg,3
1202,热水,n,neg,4
1202,洗,v,neg,5
1202,差,a,neg,6
1202,评,n,neg,7
1204,安装,v,neg,0
1204,收费,n,neg,1
1204,不合理,n,neg,2
1204,太,d,neg,3
1204,失望,v,neg,4
1204,玩意,n,neg,5
1205,心烦,a,neg,0
1205,购物,n,neg,1
1205,第一次,m,neg,2
1205,预约,v,neg,3
1205,星期六,t,neg,4
1205,星期天,t,neg,5
1205,装,n,neg,6
1205,服务,vn,neg,7
1205,人员,n,neg,8
1205,电话,n,neg,9
1205,给来,v,neg,10
1205,一声,m,neg,11
1205,在家,r,neg,12
1205,呆,v,neg,13
1205,两天,m,neg,14
1205,一处,m,neg,15
1205,第二次,m,neg,16
1205,预约,v,neg,17
1205,下午,t,neg,18
1205,装,n,neg,19
1205,家人,n,neg,20
1205,安装,v,neg,21
1205,地方,n,neg,22
1205,东西,ns,neg,23
1205,挪开,v,neg,24
1205,服务,vn,neg,25
1205,人员,n,neg,26
1205,照常,d,neg,27
1205,电话,n,neg,28
1205,告知,v,neg,29
1205,约,d,neg,30
1205,第二天,m,neg,31
1205,早上,t,neg,32
1205,点,m,neg,33
1205,安装,v,neg,34
1205,一大早,l,neg,35
1205,菜,n,neg,36
1205,在家,r,neg,37
1205,点,q,neg,38
1205,盼来,v,neg,39
1205,服务,vn,neg,40
1205,人员,n,neg,41
1205,草草,n,neg,42
1205,安装,v,neg,43
1205,事,n,neg,44
1205,第二天,m,neg,45
1205,时,n,neg,46
1205,发现,v,neg,47
1205,电源线,n,neg,48
1205,插,v,neg,49
1205,不到,v,neg,50
1205,插座,n,neg,51
1205,差,a,neg,52
1205,服务,vn,neg,53
1205,人员,n,neg,54
1205,热水,n,neg,55
1205,气向,n,neg,56
1205,左,f,neg,57
1205,挪,v,neg,58
1205,收费,n,neg,59
1205,泪,n,neg,60
1205,漰,y,neg,61
1205,估算,v,neg,62
1205,带来,v,neg,63
1205,麻烦,an,neg,64
1205,帮,v,neg,65
1205,买单,n,neg,66
1206,售后服务,l,neg,0
1206,太,d,neg,1
1206,差,a,neg,2
1206,煤气,n,neg,3
1206,改装,v,neg,4
1206,安装,v,neg,5
1206,师傅,nr,neg,6
1206,傍晚,t,neg,7
1206,点,m,neg,8
1206,水管,n,neg,9
1206,室外,s,neg,10
1206,接,v,neg,11
1206,电路,n,neg,12
1206,铝线,n,neg,13
1206,不行,v,neg,14
1206,改,v,neg,15
1206,铜线,n,neg,16
1206,接受,v,neg,17
1206,装,v,neg,18
1206,了要,v,neg,19
1206,挂,v,neg,20
1206,拍照,v,neg,21
1206,走,v,neg,22
1206,回访,v,neg,23
1206,服务态度,n,neg,24
1206,垃圾,n,neg,25
1206,售后服务,l,neg,26
1206,花钱,n,neg,27
1206,搞定,v,neg,28
1206,算了,v,neg,29
1207,郁闷,a,neg,0
1207,送,v,neg,1
1207,安装,v,neg,2
1207,公司,n,neg,3
1207,公司,n,neg,4
1207,水电工,n,neg,5
1207,安装,v,neg,6
1208,星,n,neg,0
1208,物流,n,neg,1
1208,差劲,n,neg,2
1208,几次,m,neg,3
1208,电话,n,neg,4
1208,在线,b,neg,5
1208,没能,v,neg,6
1208,送货,v,neg,7
1208,物流,n,neg,8
1208,服务,vn,neg,9
1208,太,d,neg,10
1208,差,a,neg,11
1208,安装,v,neg,12
1208,师傅,nr,neg,13
1208,不错,a,neg,14
1208,图,n,neg,15
1208,收费,n,neg,16
1208,贵么,r,neg,17
1209,半个,m,neg,0
1209,月,m,neg,1
1209,安装,v,neg,2
1209,差,a,neg,3
1209,评,n,neg,4
1210,发货,n,neg,0
1210,慢,a,neg,1
1210,差,a,neg,2
1210,评,n,neg,3
1213,天,q,neg,0
1213,凉,v,neg,1
1213,热水,n,neg,2
1213,调节,vn,neg,3
1213,感觉,n,neg,4
1213,越发,d,neg,5
1213,感觉,n,neg,6
1213,安装,v,neg,7
1213,太,d,neg,8
1213,低,a,neg,9
1213,安装,v,neg,10
1213,时,ng,neg,11
1213,提出,v,neg,12
1213,建议,n,neg,13
1213,高,a,neg,14
1213,花洒,nr,neg,15
1213,太,d,neg,16
1213,低,a,neg,17
1213,不爽,a,neg,18
1213,凉,v,neg,19
1213,热水,n,neg,20
1213,阀,n,neg,21
1213,螺丝,n,neg,22
1213,没上,v,neg,23
1213,用户,n,neg,24
1213,发现,v,neg,25
1213,家,m,neg,26
1213,材料,n,neg,27
1213,齐全,nr,neg,28
1213,安装,v,neg,29
1213,免费,vn,neg,30
1213,迟迟,d,neg,31
1213,安装,v,neg,32
1213,迟,a,neg,33
1213,半天,m,neg,34
1213,收,v,neg,35
1213,安装费,n,neg,36
1213,材料费,n,neg,37
1213,图,n,neg,38
1213,安装,v,neg,39
1213,装上去,v,neg,40
1213,连电,n,neg,41
1213,接通,v,neg,42
1213,电工证,n,neg,43
1213,装电,n,neg,44
1213,指导,n,neg,45
1213,好坏,v,neg,46
1213,用户,n,neg,47
1213,售后服务,l,neg,48
1213,配送,v,neg,49
1213,发货,n,neg,50
1213,很好,a,neg,51
1213,客服,n,neg,52
1213,态度,n,neg,53
1213,售后服务,l,neg,54
1213,态度,n,neg,55
1213,恶劣,a,neg,56
1213,呆板,n,neg,57
1213,不通人情,n,neg,58
1213,安装,v,neg,59
1213,几天,m,neg,60
1213,天气,n,neg,61
1213,冷,a,neg,62
1213,我会,n,neg,63
1213,退货,v,neg,64
1213,话,n,neg,65
1213,图,n,neg,66
1213,说话,v,neg,67
1213,希望,v,neg,68
1213,反醒,v,neg,69
1213,越做越,v,neg,70
1214,太贵,nr,neg,0
1214,骗人,n,neg,1
1214,回到,v,neg,2
1214,家装,n,neg,3
1214,收,v,neg,4
1214,块,zg,neg,5
1214,太,d,neg,6
1214,黑,a,neg,7
1215,遥控器,n,neg,0
1215,不好,d,neg,1
1217,后悔,v,neg,0
1217,早,a,neg,1
1217,万和,nz,neg,2
1217,便宜,a,neg,3
1217,四五百,m,neg,4
1217,显示,v,neg,5
1217,温度,n,neg,6
1217,鸡肋,n,neg,7
1217,预约,v,neg,8
1217,保温,n,neg,9
1217,形同虚设,l,neg,10
1217,关键,n,neg,11
1217,漏电,nz,neg,12
1217,保护器,n,neg,13
1217,插头,n,neg,14
1217,平常,a,neg,15
1217,家里,s,neg,16
1217,装,v,neg,17
1217,地线,n,neg,18
1217,搭,v,neg,19
1217,混,n,neg,20
1217,水阀,n,neg,21
1217,花洒,nr,neg,22
1217,太,d,neg,23
1217,差,a,neg,24
1217,全,a,neg,25
1217,塑料,n,neg,26
1217,稍微,d,neg,27
1217,用力,n,neg,28
1217,感觉,n,neg,29
1217,破,v,neg,30
1217,样子,n,neg,31
